client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment	ipa
063dafca11a5b7c1645429c5eaba158ef4ad5a406865713b5189f2db9e8dcfe1e0a6aee4714600a9a58ba67b68fbecbada3ff8a982951bb44cbcdd980b83c778	common_voice_en_19985220.wav	During the last century extensions and additions to the school were made.	2	0				en		ˈdʊrɪŋ ðə læst ˈsɛnʧəri ɪkˈstɛnʃənz ənd əˈdɪʃənz tɪ ðə skul wər meɪd.
5aab0b6a6e4621b9f3e4ac76d0a28dda95bbbadbb13bd7a4397d2f8e19c691ed8f93be31ca993fff1904c44966b40debc0bce53a102f2a43e5f97f3427579a88	common_voice_en_19620407.wav	The former mill pond is now part of a concrete plant.	2	1	sixties	male	United States English	en		ðə ˈfɔrmər mɪl pɑnd ɪz naʊ pɑrt əv ə ˈkɑnkrit plænt.
771662210642ca9e2f17135f7a66db7f250f7f7bc6d9b3e3475b19d375389bcf6d1979c9a58a21cc866543ad80ab0e9641158290b7f6a9e1d0aad1635c730ab4	common_voice_en_19845475.wav	The packaging was done with an old fashioned Heidelberg Cylinder Press.	2	0	fourties	male	Australian English	en		ðə ˈpækɪʤɪŋ wɑz dən wɪθ ən oʊld ˈfæʃənd ˈhaɪdəlbərg ˈsɪlɪndər prɛs.
ccb7543db93b84d6d4804b1b819f20e688570bfb3e2f81b6f2659a963e9b70776592154f3731cefd30eeabb7952e7e5244b41ba66f493989cfb8176f7ad6584a	common_voice_en_25139040.wav	Thereafter audits would take place on a six-yearly cycle.	2	0				en		ðɛˈræftər ˈɑdəts wʊd teɪk pleɪs ɔn ə sɪks.ˈjɪrli ˈsaɪkəl.
5f0f1a373aaf4a6bb657290f20ed1f17d086daa39ad8e9bc64b163a19f0118bf7e178f3b26143e9fced4fca81aac9534a5da4a40358e29a4e93017d53c414e7c	common_voice_en_190879.wav	"They're always after me for interviews."	3	0	seventies	male	Canadian English	en		"ðɛr ˈɔlˌweɪz ˈæftər mi fər ˈɪntərvˌjuz."
44a775a2292181986e9cc35d5c1b6e3577ef93d5b9dc0c8052a85aa92b08a0fcd73e54d4b6c500fb141d5e2dea4cb9e4108029d64acccc9118a99a7dfed99224	common_voice_en_149418.wav	And at that I told him, and he took my place.	3	0	fourties	male	Australian English	en		ənd æt ðət aɪ toʊld ɪm, ənd hi tʊk maɪ pleɪs.
9ea94dc98e297b777643474d81e0163578d888dab24d970dec5c4b648b64fb54c045d4ae441a0e1666cab12eea515260aeaee79362e66b0d174e85e1c5ec67a9	common_voice_en_26963361.wav	Their pay is considered to have been surprisingly low.	2	0				en		ðɛr peɪ ɪz kənˈsɪdərd tɪ hæv bɪn səˈpraɪzɪŋli loʊ.
d66763d8f8e50a5aabf1c747826bf19aa8ec176d7176b842d542b2018a66abc13750b3e3af43bf752275e7e2a93fac8a2ae79216c5287d2bacef5398fa4f4ee2	common_voice_en_20720005.wav	The album nonetheless sold three times as many copies overseas.	2	0				en		ðə ˈælbəm ˌnənðəˈlɛs soʊld θri taɪmz ɛz ˈmɛni ˈkɑpiz ˈoʊvərˈsiz.
9589554d8179c222ae4f6cc46af845e5da0a007dc685557b1c2148ae386a476e9a9a4cb12f5790a1efddb03509b905aff5c2fcf5b6a580ca26d98d626c261f6c	common_voice_en_181017.wav	It could have been steel, silver or platinum.	3	0	fifties	male	Australian English	en		ɪt kʊd hæv bɪn stil, ˈsɪlvər ər ˈplætənəm.
d8f79af55e5db3e7a6b73d73d200e16a0839edd42719869f452d4c0e757f72806806a7cbe3d0b53cc31cdd1e58f4f5d3caff0abbe69dbcedfff23180fb99b58e	common_voice_en_18485146.wav	After a heavy night, she slept in.	2	0	twenties	female	Malaysian English	en		ˈæftər ə ˈhɛvi naɪt, ʃi slɛpt ɪn.
d461ea23a9911083e42056d655eb2f620786d07c1d8e2d6117061d42e67e12eb9609ba8d23225fef922711e396da8c51db808affac38cf357df85cce0eb5f6c7	common_voice_en_16047742.wav	All the villagers cheered.	2	0	twenties	male	United States English	en		ɔl ðə ˈvɪlɪʤərz ʧɪrd.
70c21ca1cc3de05f3c23b11615cd7d5dd078e03cda0cd46224c802cb358d2bddc9df76042f0f15fe5c3d655d19f20193db107b130128af209e229afabf047b54	common_voice_en_10208920.wav	After the prince had been rescued, he showed evidence of Stockholm syndrome.	2	0	fifties	female	United States English	en		ˈæftər ðə prɪns hæd bɪn ˈrɛskjud, hi ʃoʊd ˈɛvədəns əv ˈstɑˌkhoʊlm ˈsɪnˌdroʊm.
53c02a90e9b83897858a2fe779911fc6835ad5bb4f36024c04f5cf5a4371759958834c16de29af8fbb7dbc58a2b77f4c90d90e90770bf7c1a815434df4a65149	common_voice_en_21388484.wav	Waterman from the existing owners.	2	1	teens	male		en		ˈwɔtərmən frəm ðə ɪgˈzɪstɪŋ ˈoʊnərz.
ae364198d048e65456f8246f31c684e135f5279fa02bd6745a9a02d996a179e97b68804f2c5409fb403f5eae29f92cafc085c82a4718d668cf696b9600445229	common_voice_en_623615.wav	I was impatient to see it opened.	2	0				en		aɪ wɑz ˌɪmˈpeɪʃənt tɪ si ɪt ˈoʊpənd.
d52c6d9c44985fe41330644a51f2419c2624e57d2808bfa2215f6faeafd4fd5b74ecf93db60cc3e326a6cf43af1e6841faac7d810d27a95ab8abddb10a93809b	common_voice_en_587508.wav	"I haven't any hard feelings."	2	0				en		"aɪ ˈhævənt ˈɛni hɑrd ˈfilɪŋz."
8f4ec21c484f15cf70600158084bb7c71d802f69f0298f96e32cf1973abf853c5275ef128bd8ddb08edacc8312ddfbfdb6609c204300e15844925e1a17d359d5	common_voice_en_22928654.wav	After being traded to Ponce, Casiano won two more championships with them.	2	0				en		ˈæftər biɪŋ ˈtreɪdɪd tɪ ˈpɑnseɪ, kɑsiˈɑnoʊ wən tu mɔr ˈʧæmpiənˌʃɪps wɪθ ðɛm.
a75ae1483d254f01cebc3a91a138948101953faae99c6821a70043a8ceea63a0a8e3bcd0455caece1a2c4c0c5a671d35799c550aae62b578b4ce0f1c1969f7bd	common_voice_en_19791716.wav	The individually-wrapped cheese slices are, typically, the least like traditional cheese.	2	0				en		ðə ˌɪndɪˈvɪʤəli.ræpt ʧiz sˈlaɪsɪz ər, ˈtɪpɪkəli, ðə list laɪk trəˈdɪʃənəl ʧiz.
a1881aa7f5c8a03355c575c40251b3a2a987a6c86522bc77acb556a0267e5190bc3778424c9846f9e73c372fd67fc131c84fd484e072d72c15e29e59606d9c92	common_voice_en_23172808.wav	His replacement for the was Derek Wadsworth, who composed new title music.	2	0	twenties	male	India and South Asia (India, Pakistan, Sri Lanka)	en		hɪz rɪˈpleɪsmənt fər ðə wɑz ˈdɛrɪk ˈwɑdzwərθ, hu kəmˈpoʊzd nu ˈtaɪtəl mˈjuzɪk.
b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1	common_voice_en_21748565.wav	This is referred to as lifting the first veil.	2	0	thirties	male	United States English	en		ðɪs ɪz rɪˈfərd tɪ ɛz ˈlɪftɪŋ ðə fərst veɪl.
a4063873d7095fa68bdacb177c16605ea7f12444ecea8001345cc722b1e8a29b2c77044805f33a2bb80c78037ae76b7cde3dd3bce45a59f66540440ffbc98070	common_voice_en_656215.wav	Good luck to you.	2	0				en		gʊd lək tɪ ju.
d2480bc3957dd110445324ecbdf444a7c742e0f84645681f769b8b8373c57c5aed61df094bf72cbec5c53881766d3d4ae4b060ba8e60d4b4361890badfffd28f	common_voice_en_336867.wav	The cover of the magazine showed a cute puppy.	2	1				en		ðə ˈkəvər əv ðə ˈmægəˌzin ʃoʊd ə kjut ˈpəpi.
f4fbc412a3532cc49b9087f4a3bb5c8a1dfa9188c14b8f01eecced7017df6734a7e8f09be7c7520dafbaf72e9a48051126967aee4fa5669432ea0dcb50bca5d7	common_voice_en_22816643.wav	Both champions retained their titles with sixth-round knockout wins.	2	0				en		boʊθ ˈʧæmpiənz rɪˈteɪnd ðɛr ˈtaɪtəlz wɪθ sɪksθ.raʊnd ˈnɑˌkaʊt wɪnz.
159048f3358b0c2995f83110186bc2401d707585e7a36df675047aa9b2731726f7d9465a58ac00e6f447b2a20832445b66a8f5bb432a29b05d84564a41ba6f51	common_voice_en_21306032.wav	Robbins was born in Glendale, a suburb of Phoenix in Maricopa County, Arizona.	2	1	sixties	male	Canadian English	en		ˈrɑbɪnz wɑz bɔrn ɪn ˈglɛnˌdeɪl, ə ˈsəbərb əv ˈfinɪks ɪn ˌmɑrɪˈkoʊpə ˈkaʊnti, ˌɛrɪˈzoʊnə.
350fcab93e4016b4c2161c6cc6fcf386af50f4dc757a1915344d20bfcca73ea9ffd40b5a9bfec2393651572a86db3581b9b243595fcf9b53010e942c32a3760f	common_voice_en_18302385.wav	First things first.	2	0	teens	male	India and South Asia (India, Pakistan, Sri Lanka)	en		fərst θɪŋz fərst.
f913e5ba28a88c8a51cd6953dbf54b1f053398e49a478b7566475712f2802f94118ff73749d67697768e72c8484ff657281af8add8403670540395d5fb3b3a9a	common_voice_en_546515.wav	"It's the other foreigner, the Englishman."	2	0				en		"ɪts ðə ˈəðər ˈfɔrənər, ðə ˈɪŋglɪʃmən."
056861a8563bcd33d2faafb79fa5fd3d4f0daccb7bd2cd9eaa056241f316255c80b54c77844b3770b0d9f86beb31fcdf4fdaeb14550a90174a67542d4d9a47f0	common_voice_en_77301.wav	The ferry line is too long to consider taking it.	2	0	twenties	male	England English	en		ðə ˈfɛri laɪn ɪz tu lɔŋ tɪ kənˈsɪdər ˈteɪkɪŋ ɪt.
8f7a77857e833d88d488c000821388b1a07fd409058b174dc6e93916059e1dbe00e204c27c315d21fbdb07f3cd4ac1bff0bf230ce6dd13c70805db1ff4242256	common_voice_en_19769570.wav	The district is now split between the East Riding of Yorkshire and North Lincolnshire.	2	0	seventies	male	Canadian English	en		ðə ˈdɪstrɪkt ɪz naʊ splɪt bɪtˈwin ðə ist ˈraɪdɪŋ əv ˈjɔrkʃər ənd nɔrθ ˈlɪŋkənˌʃɪr.
c35d300a6b2c712c6a6caeb84a6d49063e63706a04dfff21afb12427547f8baf24d2014183860f30c7d4c26cb6f86b23af5edffa131439d8acb3c34ac57410bb	common_voice_en_20268117.wav	In the nineteenth century, measurements were taken in a bucket off of a ship.	2	1	twenties	male		en		ɪn ðə ˈnaɪnˈtinθ ˈsɛnʧəri, ˈmɛʒərmənts wər ˈteɪkən ɪn ə ˈbəkɪt ɔf əv ə ʃɪp.
ccb3301ad6fbd15434c9060aa23c6f47ee3379d14e2d1adda81ad45a1b0fada4b91704c6e6980abfc1616148751ab24992b5035f695a86c6520d8881639bc679	common_voice_en_17346235.wav	Have you seen it?	2	0				en		hæv ju sin ɪt?
1eff4631dc269207618994527c66eb15c32fe75cdd16f377e1d46d17ffc037100b75d92cd77f84caa6ebee2c8542164edcaa42c3ac4a4548208a6ed93eeb1a66	common_voice_en_25882120.wav	Tools made of vanadium rust, as far as I am aware.	2	0			United States English	en		tulz meɪd əv vəˈneɪdiəm rəst, ɛz fɑr ɛz aɪ æm əˈwɛr.
f95c9f478228e092e2955d5f9ac7f3ed04e8e3d6dae1cde6bb7ff2906bd5196e116ed863adfbbe02dd7c2012665a5d5d3f85d447a1c9cc58d293eeded5ee1763	common_voice_en_18163176.wav	"Asexual means you don't find anyone sexually attractive."	2	0	thirties	male	England English	en		"eɪˈsɛksjuəl minz ju doʊnt faɪnd ˈɛniˌwən ˈsɛkʃuəli əˈtræktɪv."
0730a430e4be56a6f5241e6e2c108ea3bb83c70fafc345f930433a63e096e7dad86087d3872c707c30de424da1b4c11581442cafe667491871cb3a8cd2d18b89	common_voice_en_18550103.wav	"It's time to change the narrative on cats and dogs."	2	0				en		"ɪts taɪm tɪ ʧeɪnʤ ðə ˈnɛrətɪv ɔn kæts ənd dɔgz."
32fbd7f9b185efe0cbab8ca460db13ce79f37fca1b8be79ba5b329feb977f2c2ca0278c35bf9e673b582acb843e707ae25e49433d8c73fec818d9a669746b08d	common_voice_en_18137070.wav	It would be very useful if my web browser could synchronize all of its preferences, not just some.	2	0		female		en		ɪt wʊd bi ˈvɛri ˈjusfəl ɪf maɪ wɛb ˈbraʊzər kʊd ˈsɪŋkrəˌnaɪz ɔl əv ɪts ˈprɛfərənsɪz, nɑt ʤɪst səm.
5937678e1085b987d0bbc54d0052f37a8c003c79dafc4ab800a2cef7c7ade8e9547188e8f3d932969bf39b3f8de5c96fe3b3831b2964bcad19edf7ff51297e0e	common_voice_en_22216146.wav	one	2	0				en	Benchmark	wən
e37ef4ca4c411fe0e9c3689c5652d14853f769401a9af79ae2afbdea657be698a43fa9933205b4a88d0725eb192f09292a30f0dda076cd01393c1e289c0fa127	common_voice_en_19598955.wav	He succeeded the second time.	2	1				en		hi səkˈsidɪd ðə ˈsɛkənd taɪm.
039bbf448b3754cbf0e39a4d9a3c03fa0734ac4efb4d8a2faafdea85c69d14cdacb2fa4a03e9b982f231e3d3ff591c851c5222ee1bc6ac6b844c728f9c467d6f	common_voice_en_483874.wav	The sparrow and the songbird danced along the fence.	2	1	fifties	male	Welsh English	en		ðə ˈspɛroʊ ənd ðə ˈsɔŋˌbərd dænst əˈlɔŋ ðə fɛns.
3f15e2fece31ee9305b7c1949128fad62cf72c2f4602217adaa39de119034476f3d567d6428b08fa5cded2f5220e8ec2908a86f35621a6825433b3393d59d942	common_voice_en_142118.wav	The criminals taunted the police officers and prison guards.	3	0	fifties	female	England English	en		ðə ˈkrɪmənəlz ˈtɔntɪd ðə pəˈlis ˈɔfɪsərz ənd ˈprɪzən gɑrdz.
25260ce4b27a1cb3bd23a53c37ed9b2e92b7f47b48b5885d484d240fa33230267d8e3bc26936984b9a6ebd0e595ec99056590342221edbf289c58f2e952e2c12	common_voice_en_21339942.wav	Morgan Boulevard was included.	2	1	twenties	male		en		ˈmɔrgən ˈbʊləˌvɑrd wɑz ˌɪnˈkludɪd.
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_21093855.wav	"He built up ""The Age"" into Victoria's leading newspaper."	4	0	fourties	male	German English,Non native speaker	en		"hi bɪlt əp ""ðə eɪʤ"" ˈɪntu vɪkˈtɔriəz ˈlidɪŋ ˈnuzˌpeɪpər."
57df887fa1313ebea6ceda18f79ec5a3ab6366113bc086bd31c1c7753355ca55cea77bde6833d87dba9733efeb29dc3655585fd36933f1c1007dcfc58f6f9ea0	common_voice_en_17279185.wav	The ladies and gentlemen I work for would be interested in acquiring your service on a temporary basis.	2	0	thirties	male		en		ðə ˈleɪdiz ənd ˈʤɛnəlmɪn aɪ wərk fər wʊd bi ˈɪntəˌrɛstɪd ɪn əkˈwaɪərɪŋ jʊr ˈsərvɪs ɔn ə ˈtɛmpərˌɛri ˈbeɪsɪs.
0e5663cd280e946751fd167d00b1111965de49b2c93734c336e6ba12aa818a8a4eefc1cca362b4a9802172f549575b8907688284feab9bde4cbeabcffbd6598d	common_voice_en_19465952.wav	"As promised, ""Ain't Too Proud To Beg"" was released as the next single."	2	0	fourties	male		en		"ɛz ˈprɑməst, ""eɪnt tu praʊd tɪ bɛg"" wɑz riˈlist ɛz ðə nɛkst ˈsɪŋgəl."
43d5948d64575646138c5d3944e40c7c6273f5ad9c170388226e3e593cd60cdb0c42bcb54418bdaba6dd5949b621a571115778666b8f219fd4bd5be1970f7b3d	common_voice_en_184739.wav	I want it as soon as possible.	3	0				en		aɪ wɔnt ɪt ɛz sun ɛz ˈpɑsəbəl.
ccd36d5fbf6c0475227a6f792ec5995855cf9cb9443a134fb2bea655118e7df9753f09d1656d73afb3d0ca3119daca1fcf912931926eaa8170b30af0c28d4133	common_voice_en_79022.wav	"""I want to see him do it,"" said the chief."	4	0				en		"""aɪ wɔnt tɪ si ɪm du ɪt,"" sɛd ðə ʧif."
535810f407b6c7dd1a8a967fd604a3dc88418ae5c9bfd71656c0d14e3247f1484e2c980ae764aedd659b61e1d1d462c00c430af253f87c1f47fe0e60bfd7b0d9	common_voice_en_137989.wav	"I'm surprised you didn't run into her."	2	0	fifties	male		en		"əm səˈpraɪzd ju ˈdɪdənt rən ˈɪntu hər."
ba194fcf0dd199a96b30e19ddd8e8a19d87383398d6d1d908afbffbf0cce0ce8dd51b04777889c1c05cf0862fce3d5555bb87bd4abcceb7c0a1d158b938c7ace	common_voice_en_19114427.wav	However, the series was canceled indefinitely.	2	0				en		ˌhaʊˈɛvər, ðə ˈsɪriz wɑz ˈkænsəld ˌɪnˈdɛfənətli.
db8baecacf1dd6e2fbb85a39de67457a39457de3baaf0bd1162a326f4d70f9a9206f7aa1db2301f1f566f2da12a8379b448f96ff856f738bc32f24d7a7f226fa	common_voice_en_490157.wav	"Yes, that's what love is."	2	0				en		"jɛs, ðæts wət ləv ɪz."
7ee4652a364c56cfe0e61f20c26c2de1eeafa01fd5add3d4caed72d340fb1738e9cccf80bb643032b8b9ebcf16c83cdb190ef3ab131bc6e76c167a426e70b22e	common_voice_en_28278607.wav	"Publications put out two issues of ""Tailspin Tommy Adventure Magazine""."	2	0	twenties	male	India and South Asia (India, Pakistan, Sri Lanka)	en		"ˌpəblɪˈkeɪʃənz pʊt aʊt tu ˈɪʃuz əv ""ˈteɪlˌspɪn ˈtɑmi ədˈvɛnʧər ˈmægəˌzin""."
8cf2316bc968d8202cfc5d868c499f9920b706843861da637087becd4f6bc3663d144f5c9e5342025570ff14a44c355e172382937c7de51d9df1c8bda84bace7	common_voice_en_21957714.wav	"'"" ""I was completely taken by surprise."	2	0				en		 ""aɪ wɑz kəmˈplitli ˈteɪkən baɪ səˈpraɪz."
bed55679daefb0bbe974cef58bcc3f3eb045a11336fd6db19408ad2cf078742a743d3b72f8bb04ed08a82332206b6f1ddc28db8ef57594bf59c9a9ed62a21326	common_voice_en_19611855.wav	On the character of these earliest gentlemen the records throw a lurid light.	2	0	twenties	male	United States English	en		ɔn ðə ˈkɛrɪktər əv ðiz ˈərliəst ˈʤɛnəlmɪn ðə ˈrɛkərdz θroʊ ə ˈlʊrəd laɪt.
1b289b247c040b6a4f8bc42c35a9417a211438fda7d4c444f4d8e2cf9823919eca14063e17ead9ed394d8e3b5370c391b85c5d75990d93cb25aa41f43c3a475c	common_voice_en_26960067.wav	It has been described as one of the greatest childhood classics of all time.	2	0				en		ɪt həz bɪn dɪˈskraɪbd ɛz wən əv ðə ˈgreɪtəst ˈʧaɪlˌdhʊd ˈklæsɪks əv ɔl taɪm.
744b1c0685a943de69302e4c253c7cdc1f0a9729fcfe659d159e59fccba47b6f79eb22f578c1cdf40846f08be322f6c63a747fce224b0b3a76258d7219514fe3	common_voice_en_41145.wav	"You'd better start right now."	2	0				en		"jʊd ˈbɛtər stɑrt raɪt naʊ."
a5ecc2b912a7c5ea0fdf53f9735a7c64cc010ae7104637d694d7045819868eb96420d13971f16a61daf3ef4a291e0c873fc5a3c28eca8cbbe89646b29982f956	common_voice_en_18587934.wav	There was a seance held last night in the little salon.	2	1				en		ðɛr wɑz ə seɪɑns hɛld læst naɪt ɪn ðə ˈlɪtəl səˈlɑn.
63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417	common_voice_en_27052107.wav	The routes diverge just outside the town.	2	0	twenties	female	India and South Asia (India, Pakistan, Sri Lanka)	en		ðə rʊts dɪˈvərʤ ʤɪst ˈaʊtˈsaɪd ðə taʊn.
3394eca51035b760f2384ea3657023687f89feafb0b713065f9a825890f8c8e3c3beb07e942578add9be329b1431062b20032ccadbfc055d351ee0159874126e	common_voice_en_192965.wav	The football jocks laughed viciously.	3	0	thirties	male	United States English	en		ðə ˈfʊtˌbɔl ʤɑks læft ˈvɪʃəsli.
b624fe4e9fa0fbfacb0f0814771210e1d2362b7274a7dd78b9a4f65d387d694b4ad58e259b6d506067b030c3b72049752b427adde5c82ca558cb6322a300ade1	common_voice_en_22002532.wav	four	2	1				en	Benchmark	fɔr
676cdf8a1b5fc3c0e9a60ed0fe2c0898a4489fa40c05ee7f9b8ccf0a6183bd8490836df1b505e26fce313262ef9f65dc6cfa822ecbb29abd619b31ccc97fbbbd	common_voice_en_17896128.wav	Many soldiers of world war two have never been buried on a grave yard.	2	0				en		ˈmɛni ˈsoʊlʤərz əv wərld wɔr tu hæv ˈnɛvər bɪn ˈbɛrid ɔn ə greɪv jɑrd.
513dea2bb38531b2395bd4216fd9ad0e9946639966b6705b2c0767b35f441be34725e962b88bd12a6e1b700f7d75beb1c6b49e74a1a8e5b513d3758705acce8e	common_voice_en_88839.wav	"""I'm looking for a treasure,"" said the boy, and he immediately regretted having said it."	4	0				en		"""əm ˈlʊkɪŋ fər ə ˈtrɛʒər,"" sɛd ðə bɔɪ, ənd hi ˌɪˈmiˌdiətli rɪˈgrɛtɪd ˈhævɪŋ sɛd ɪt."
0b8f6a72403797d45823eb9bd80b6b0a2115b0464d1b89f4db17a4ea86f270098f275fb3e04a0096d8225276ea9936545336f6bdba742d9d466cc38389ffcefd	common_voice_en_23111.wav	And look how many things the wind already knew how to do!	3	0				en		ənd lʊk haʊ ˈmɛni θɪŋz ðə wɪnd ɔˈrɛdi nu haʊ tɪ du!
a6c95cb1f228ff8bc9985b3d087fcbb699e1d74636493a853a2aff02b6376d0458fff608aad0d0aedd2e50895824a9e1ee73cc0157d8a9dadda27ed951680a78	common_voice_en_179430.wav	"I'm smoking too much."	2	1	twenties	male	United States English	en		"əm sˈmoʊkɪŋ tu məʧ."
6325c6be30f3c51b6089af3d9bf4897d8165c255b95f4a4371b282736db16e617b1671881a03b35024908c7a8fa9daa877a4d35ad8fbaee2b64d0a2bece80514	common_voice_en_694221.wav	Something smells around here.	2	0				en		ˈsəmθɪŋ smɛlz əraʊnd hir.
3cc5a08c631b4e90f8a5f35b02bba84c25d2813bd081b26fad4bbeff215dc29b9bca54c8bab9795353808eceea99e7b4de0fc6ead68027d63e10e54dc07f57e6	common_voice_en_26553653.wav	After moving to rural Belleville, Michigan, Atkins met Derrick May and Kevin Saunderson.	2	0				en		ˈæftər ˈmuvɪŋ tɪ ˈrʊrəl bəlˈvɪl, ˈmɪʃɪgən, ˈætkɪnz mɛt ˈdɛrɪk meɪ ənd ˈkɛvɪn ˈsɔndərsən.
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_en_19261733.wav	The fort has its own artesian well which provided fresh water.	2	0	twenties	male		en		ðə fɔrt həz ɪts oʊn ˌɑrˈtiʒən wɛl wɪʧ prəˈvaɪdɪd frɛʃ ˈwɔtər.
